principio_activo_buscado,categoria,producto_nombre_real,marca,farmacias_disponible,n_farmacias,precio_min,precio_max,url_ejemplo
Simeticona,gastritis,Magaldrato+simeticona 800/60mg dyvenpro ecuagen,Magaldrato+simeticona,cruzazul|pharmacys,2,4.4,5.5,https://www.pharmacys.com.ec/magaldrato-simeticona-800-60mg-dyvenpro-ecuagen/p
Simeticona,gastritis,Magaldrato+simeticona 800/60mg labovida suspensión,Magaldrato+simeticona,cruzazul|pharmacys,2,5.5,5.5,https://www.pharmacys.com.ec/magaldrato-simeticona-800-60mg-labovida-suspension/p
Simeticona,gastritis,Muvett S Tabletas Recubiertas 200/120mg Caja 30 Unidades,MUVETT,medicity,1,0.67,0.67,https://www.farmaciasmedicity.com/muvett-s-tabletas-recubiertas-200-120mg-caja-30-unidades/p
Simeticona,gastritis,Pancreol Compuesto,Pancreol,cruzazul|pharmacys,2,18.24,18.24,https://www.pharmacys.com.ec/pancreol-compuesto/p
Simeticona,gastritis,Pancreol Forte,Pancreol,cruzazul|pharmacys,2,19.92,19.92,https://www.pharmacys.com.ec/pancreol-forte/p
Sucralfato,gastritis,Sucralgastric Suspensión 1000mg/5ml Frasco 200 ml,SUCRALGASTRIC,medicity,1,10.56,10.56,https://www.farmaciasmedicity.com/sucralgastric-suspension-1000-mg--5-ml-frasco-con-200-ml/p
Trimebutina,gastritis,Colypan Lp Tabletas 300 mg Liberación Prolongada Caja 20 Unidades,COLYPAN,medicity,1,0.79,0.79,https://www.farmaciasmedicity.com/colypan-lp-tabletas-300-mg-liberacion-prolongada-caja-con-20-unidades/p
Trimebutina,gastritis,Colypan Tabletas Recubiertas 200 mg 30 Unidades,COLYPAN,medicity,1,0.63,0.63,https://www.farmaciasmedicity.com/colypan-tabletas-recubiertas-200-mg-30-unidades/p
Trimebutina,gastritis,Muvett Cápsulas 200mg Caja 21 Unidades,MUVETT,medicity,1,0.61,0.61,https://www.farmaciasmedicity.com/muvett-capsulas-200mg-caja-21-unidades-1/p
Amlodipino,hipertension,Amlodipino 10mg dyvenpro ecuagen tableta,Amlodipino,cruzazul|pharmacys,2,3.1,3.1,https://www.pharmacys.com.ec/amlodipino-10mg-dyvenpro-ecuagen-tableta/p
Amlodipino,hipertension,Amlodipino 10mg leterago - genfar tableta,Amlodipino,cruzazul|pharmacys,2,3.1,3.1,https://www.pharmacys.com.ec/amlodipino-10mg-leterago-genfar-tableta/p
Amlodipino,hipertension,Amlodipino 10mg portugal - generico tableta,Amlodipino,cruzazul|pharmacys,2,18.4,18.4,https://www.pharmacys.com.ec/amlodipino-10mg-portugal-generico-tableta-7000-106480/p
Amlodipino,hipertension,Amlodipino 5 mg Tabletas Caja x10,Amlodipino,cruzazul|pharmacys,2,3.5,3.5,https://www.pharmacys.com.ec/amlodipino-5mg-dyvenpro-ecuagen-tableta/p
Amlodipino,hipertension,Amlodipino 5 mg Tabletas x10,Amlodipino,cruzazul|pharmacys,2,3.2,3.2,https://www.pharmacys.com.ec/amlodipino-5mg-la-sante-tableta/p
Amlodipino,hipertension,Amlodipino 5mg ecuaquimica - mintlab comprimidos,Amlodipino,cruzazul|pharmacys,2,5.46,5.46,https://www.pharmacys.com.ec/amlodipino-5mg-ecuaquimica-mintlab-comprimidos/p
Amlodipino,hipertension,Amlodipino 5mg leterago - genfar tableta,Amlodipino,cruzazul|pharmacys,2,3.6,3.6,https://www.pharmacys.com.ec/amlodipino-5mg-leterago-genfar-tableta/p
Amlodipino,hipertension,Amlodipino Genfar Tabletas Caja Con 10 Unidades,GENFAR,medicity,1,0.23,0.23,https://www.farmaciasmedicity.com/amlodipino-genfar-tabletas-caja-con-10-unidades/p
Amlodipino,hipertension,Amlodipino Mk Tableta 10 mg Caja 30 Unidades,MK,medicity,1,0.29,0.29,https://www.farmaciasmedicity.com/amlodipino-mk-tableta-10-mg-caja-30-unidades-1/p
Amlodipino,hipertension,Amlodipino Mk Tabletas 5mg Caja 30 Unidades,MK,medicity,1,0.33,0.33,https://www.farmaciasmedicity.com/amlodipino-mk-tabletas-5mg-caja-30-unidades-1/p
Amlodipino,hipertension,Amlodipino tabx10mg combo 2+1 lste,Amlodipino,cruzazul|pharmacys,2,5.14,5.14,https://www.pharmacys.com.ec/amlodipino-tabx10mg-combo-2-1-lste/p
Amlodipino,hipertension,Amlodipino tabx10mgx10 lste,Amlodipino,cruzazul|pharmacys,2,2.58,2.58,https://www.pharmacys.com.ec/amlodipino-tabx10mgx10-lste/p
Amlodipino,hipertension,Amlodipino tabx10mgx10 ngen,Amlodipino,cruzazul|pharmacys,2,2.3,2.3,https://www.pharmacys.com.ec/amlodipino-10mg-portugal-generico-tableta/p
Amlodipino,hipertension,Norvasc Comprimidos 5mg Caja 30 Unidades,NORVASC,medicity,1,0.33,0.33,https://www.farmaciasmedicity.com/norvasc-comprimidos-5mg-caja-30-unidades-1/p
Atenolol,hipertension,Atenolol 100mg ecuaquimica - mintlab comprimidos,Atenolol,cruzazul|pharmacys,2,7.0,7.0,https://www.pharmacys.com.ec/atenolol-100mg-ecuaquimica-mintlab-comprimidos/p
Atenolol,hipertension,Atenolol 100mg kronos marca tableta,Atenolol,cruzazul|pharmacys,2,4.2,4.2,https://www.pharmacys.com.ec/atenolol-100mg-kronos-marca-tableta/p
Atenolol,hipertension,Atenolol 100mg tecnoquimicas - genericos tableta,Atenolol,cruzazul|pharmacys,2,13.16,13.16,https://www.pharmacys.com.ec/atenolol-100mg-tecnoquimicas-genericos-tableta/p
Atenolol,hipertension,Atenolol 50 mg x 20 Comprimidos,Atenolol,cruzazul|pharmacys,2,3.0,4.0,https://www.pharmacys.com.ec/atenolol-50mg-ecuaquimica-mintlab-comprimidos/p
Atenolol,hipertension,Atenolol 50mg kronos marca tableta,Atenolol,cruzazul|pharmacys,2,2.12,2.12,https://www.pharmacys.com.ec/atenolol-50mg-kronos-marca-tableta/p
Atenolol,hipertension,Plenacor Comprimidos 50mg Caja 30 Unidades,PLENACOR,medicity,1,0.23,0.23,https://www.farmaciasmedicity.com/plenacor-comprimidos-50mg-caja-30-unidades-1/p
Bisoprolol,hipertension,Bisoprolol 5mg tecnoquimicas - genericos tableta recubierta,Bisoprolol,cruzazul|pharmacys,2,14.88,14.88,https://www.pharmacys.com.ec/bisoprolol-5mg-tecnoquimicas-genericos-tableta-recubierta/p
Bisoprolol,hipertension,Concor 10mg alianza merck farma tableta,Concor,cruzazul,1,22.8,22.8,https://www.farmaciascruzazul.ec/concor-10mg-alianza-merck-farma-tableta/p
Bisoprolol,hipertension,Concor 5mg alianza merck farma tableta,Concor,pharmacys,1,18.6,18.6,https://www.pharmacys.com.ec/concor-5mg-alianza-merck-farma-tableta/p
Bisoprolol,hipertension,Concor AM 5 mg / 5 mg tabletas caja x 30,Concor,cruzazul|pharmacys,2,27.0,27.0,https://www.pharmacys.com.ec/concor-5-5mg-alianza-merck-farma-tableta-am/p
Bisoprolol,hipertension,Concor Am Tabletas Caja Con 30 Unidades,CONCOR,medicity,1,1.02,1.02,https://www.farmaciasmedicity.com/concor-am-tabletas-caja-con-30-unidades/p
Bisoprolol,hipertension,Concor Tableta Recubierta 5 mg Caja 30 Unidades,CONCOR,medicity,1,0.51,0.51,https://www.farmaciasmedicity.com/concor-tableta-recubierta-5-mg-caja-30-unidades-1/p
Bisoprolol,hipertension,Concor Tabletas Recubiertas 10mg Caja 30 Unidades,CONCOR,medicity,1,0.63,0.63,https://www.farmaciasmedicity.com/concor-tabletas-recubiertas-10mg-caja-30-unidades-1/p
Bisoprolol,hipertension,Concor Tabletas Recubiertas 2.5 mg Caja 30 Unidades,CONCOR,medicity,1,0.34,0.34,https://www.farmaciasmedicity.com/concor-tabletas-recubiertas-2-5-mg-caja-30-unidades-1/p
Bisoprolol,hipertension,Concor Tabletas Recubiertas Caja con 30 Unidades,CONCOR,medicity,1,0.22,0.22,https://www.farmaciasmedicity.com/concor-tabletas-recubiertas-caja-con-30-unidades/p
Bisoprolol,hipertension,Corbis 2.5mg leterago - siegfried - interpharm comprimidos recubiertos,Corbis,cruzazul|pharmacys,2,12.3,12.3,https://www.pharmacys.com.ec/corbis-25mg-leterago-siegfried-interpharm-comprimidos-recubiertos/p
Bisoprolol,hipertension,Corbis Comprimido Recubierto Caja Con 30 Unidades,CORBIS,medicity,1,0.38,0.38,https://www.farmaciasmedicity.com/corbis-comprimido-recubierto-caja-con-30-unidades/p
Bisoprolol,hipertension,Eurocor 1.25mg ecuaquimica - saval comprimidos recubiertos,Eurocor,cruzazul|pharmacys,2,3.08,3.08,https://www.pharmacys.com.ec/eurocor-125mg-ecuaquimica-saval-comprimidos-recubiertos/p
Bisoprolol,hipertension,Eurocor 10mg ecuaquimica - saval comprimidos recubiertos,Eurocor,cruzazul|pharmacys,2,22.75,22.75,https://www.pharmacys.com.ec/eurocor-10mg-ecuaquimica-saval-comprimidos-recubiertos/p
Bisoprolol,hipertension,Eurocor 2.5/6.25mg ecuaquimica - saval comprimidos recubiertos,Eurocor,cruzazul|pharmacys,2,9.9,9.9,https://www.pharmacys.com.ec/eurocor-25-625mg-ecuaquimica-saval-comprimidos-recubiertos/p
Bisoprolol,hipertension,Eurocor 2.5mg ecuaquimica - saval comprimidos recubiertos,Eurocor,cruzazul|pharmacys,2,10.85,10.85,https://www.pharmacys.com.ec/eurocor-25mg-ecuaquimica-saval-comprimidos-recubiertos/p
Bisoprolol,hipertension,Eurocor 5 mg Comprimidos Recubiertos Caja x 35,Eurocor,cruzazul|pharmacys,2,16.45,16.45,https://www.pharmacys.com.ec/eurocor-5mg-ecuaquimica-saval-comprimidos/p
Bisoprolol,hipertension,Eurocor 5/6.25mg ecuaquimica - saval comprimidos recubiertos,Eurocor,cruzazul|pharmacys,2,15.0,15.0,https://www.pharmacys.com.ec/eurocor-5-625mg-ecuaquimica-saval-comprimidos-recubiertos/p
Candesartan,hipertension,Blopress Comprimido 16 mg Caja 30 Unidades,BLOPRESS,medicity,1,0.77,0.77,https://www.farmaciasmedicity.com/blopress-comprimido-16-mg-caja-30-unidades/p
Candesartan,hipertension,Blopress Comprimido 8 mg Caja 30 Unidades,BLOPRESS,medicity,1,0.7,0.7,https://www.farmaciasmedicity.com/blopress-comprimido-caja-con-30-unidades/p
Candesartan,hipertension,Blox 16/12.5mg ecuaquimica - saval comprimidos,Blox,cruzazul|pharmacys,2,26.4,26.4,https://www.pharmacys.com.ec/blox-16-125mg-ecuaquimica-saval-comprimidos/p
Candesartan,hipertension,Blox 32 mg Comprimidos Caja x 30,Blox,cruzazul|pharmacys,2,28.0,28.0,https://www.pharmacys.com.ec/blox-32mg-ecuaquimica-saval-comprimidos/p
Candesartan,hipertension,Blox 8/12.5mg ecuaquimica - saval comprimidos,Blox,cruzazul|pharmacys,2,20.4,20.4,https://www.pharmacys.com.ec/blox-8-125mg-ecuaquimica-saval-comprimidos/p
Candesartan,hipertension,Blox 8mg ecuaquimica - saval comprimidos,Blox,cruzazul|pharmacys,2,22.6,22.6,https://www.pharmacys.com.ec/blox-8mg-ecuaquimica-saval-comprimidos/p
Candesartan,hipertension,Blox Comprimido 8 mg Caja 30 Unidades,BLOX,medicity,1,0.6,0.6,https://www.farmaciasmedicity.com/blox-comprimido-8-mg-caja-30-unidades-1/p
Candesartan,hipertension,Blox-D Comprimido 8/12.5 mg Caja Con 30 Unidades,BLOX,medicity,1,0.54,0.54,https://www.farmaciasmedicity.com/blox-d-comprimido-8125-mg-caja-con-30-unidades/p
Candesartan,hipertension,Minart Am Comprimidos 16mg+5mg Caja 14 Unidades,MINART,medicity,1,0.96,0.96,https://www.farmaciasmedicity.com/minart-am-comprimidos-16mg-5mg-caja-14-unidades-1/p
Carvedilol,hipertension,Carvedil Comprimidos Caja con 28 Unidades,CARVEDIL,medicity,1,0.29,0.29,https://www.farmaciasmedicity.com/carvedil-comprimidos-caja-con-28-unidades/p
Carvedilol,hipertension,Carvedilol 12.5mg caplin point - generico cápsulas,Carvedilol,cruzazul|pharmacys,2,3.2,3.2,https://www.pharmacys.com.ec/carvedilol-125mg-caplin-point-generico-capsulas/p
Carvedilol,hipertension,Carvedilol 12.5mg la sante tabletas recubiertas,Carvedilol,cruzazul|pharmacys,2,8.5,8.5,https://www.pharmacys.com.ec/carvedilol-125mg-la-sante-tabletas-recubiertas/p
Carvedilol,hipertension,Carvedilol 12.5mg leterago - genfar tableta,Carvedilol,cruzazul|pharmacys,2,8.5,8.5,https://www.pharmacys.com.ec/carvedilol-125mg-leterago-genfar-tableta/p
Carvedilol,hipertension,Carvedilol 25mg caplin point - generico tableta,Carvedilol,cruzazul|pharmacys,2,6.2,6.2,https://www.pharmacys.com.ec/carvedilol-25mg-caplin-point-generico-tableta/p
Carvedilol,hipertension,Carvedilol 25mg la sante tableta,Carvedilol,cruzazul|pharmacys,2,14.7,14.7,https://www.pharmacys.com.ec/carvedilol-25mg-la-sante-tableta/p
Carvedilol,hipertension,Carvedilol 25mg labovida tableta,Carvedilol,cruzazul|pharmacys,2,18.6,18.6,https://www.pharmacys.com.ec/carvedilol-25mg-labovida-tableta/p
Carvedilol,hipertension,Carvedilol 6.25 mg x28 Comprimidos,Carvedil,cruzazul|pharmacys,2,9.8,9.8,https://www.pharmacys.com.ec/carvedil-625mg-quifatex-dist-bago-comprimidos/p
Carvedilol,hipertension,Carvedilol 6.25mg caplin point - generico tableta,Carvedilol,cruzazul|pharmacys,2,3.5,3.5,https://www.pharmacys.com.ec/carvedilol-625mg-caplin-point-generico-tableta/p
Carvedilol,hipertension,Carvedilol 6.25mg la sante tabletas recubiertas,Carvedilol,cruzazul|pharmacys,2,6.7,6.7,https://www.pharmacys.com.ec/carvedilol-625mg-la-sante-tabletas-recubiertas/p
Carvedilol,hipertension,Carvedilol 6.25mg leterago - genfar tableta,Carvedilol,cruzazul|pharmacys,2,6.9,6.9,https://www.pharmacys.com.ec/carvedilol-625mg-leterago-genfar-tableta/p
Clortalidona,hipertension,Clortalidona 50mg garcos - nifa genericos tableta,Clortalidona,cruzazul|pharmacys,2,3.6,3.6,https://www.pharmacys.com.ec/clortalidona-50mg-garcos-nifa-genericos-tableta/p
Clortalidona,hipertension,Clortalidona 50mg oxialfarm farma tableta,Clortalidona,cruzazul|pharmacys,2,4.48,4.48,https://www.pharmacys.com.ec/clortalidona-50mg-oxialfarm-farma-tableta/p
Clortalidona,hipertension,Clortalidona Nifa Tabletas 50 mg 30 Unidades,NIFA,medicity,1,0.1,0.1,https://www.farmaciasmedicity.com/clortalidona-nifa-tabletas-50-mg-30-unidades/p
Clortalidona,hipertension,Hidroten 12.5mg leterago - grupo farma tableta,Hidroten,cruzazul|pharmacys,2,15.0,15.0,https://www.pharmacys.com.ec/hidroten-125mg-leterago-grupo-farma-tableta/p
Clortalidona,hipertension,Hidroten 25mg leterago - grupo farma tableta,Hidroten,cruzazul|pharmacys,2,15.72,15.72,https://www.pharmacys.com.ec/hidroten-25mg-leterago-grupo-farma-tableta/p
Clortalidona,hipertension,Hidroten Tabletas Caja 30 Unidades,HIDROTEN,medicity,1,0.42,0.42,https://www.farmaciasmedicity.com/hidroten-tabletas-caja-con-30-unidades/p
Diltiazem,hipertension,Incoril Comprimidos Recubiertos 180mg Caja 30 Unidades,INCORIL,medicity,1,0.93,0.93,https://www.farmaciasmedicity.com/incoril-comprimidos-recubiertos-180mg-caja-30-unidades-1/p
Diltiazem,hipertension,Incoril Comprimidos Recubiertos De Liberación Prolongada 120mg Caja 30 Unidades,INCORIL,medicity,1,0.67,0.67,https://www.farmaciasmedicity.com/incoril-comprimidos-recubiertos-de-liberacion-prolongada-120mg-caja-30-unidades-1/p
Diltiazem,hipertension,Incoril Comprimidos Recubiertos De Liberación Prolongada 90 mg Caja 30 Unidades,INCORIL,medicity,1,0.29,0.29,https://www.farmaciasmedicity.com/incoril-comprimidos-recubiertos-de-liberacion-prolongada-90-mg-caja-30-unidades/p
Doxazosina,hipertension,Cardura 4 mg Tabletas x 30,Cardura,cruzazul|pharmacys,2,39.6,39.6,https://www.pharmacys.com.ec/cardura-4mg-aspen-upjohn-tableta/p
Doxazosina,hipertension,Cardura Tabletas 4 mg Caja 30 Unidades,CARDURA,medicity,1,1.21,1.21,https://www.farmaciasmedicity.com/cardura-tabletas-4-mg-caja-30-unidades-1/p
Doxazosina,hipertension,Doxazosina 2mg garcos - nifa genericos tableta,Doxazosina,cruzazul|pharmacys,2,11.0,11.0,https://www.pharmacys.com.ec/doxazosina-2mg-garcos-nifa-genericos-tableta/p
Doxazosina,hipertension,Doxazosina 4mg garcos - nifa genericos tableta,Doxazosina,cruzazul|pharmacys,2,20.6,20.6,https://www.pharmacys.com.ec/doxazosina-4mg-garcos-nifa-genericos-tableta/p
Doxazosina,hipertension,Doxazosina Momenta Comprimidos 2mg Caja 30 Unidades,MOMENTA,medicity,1,0.41,0.41,https://www.farmaciasmedicity.com/doxazosina-momenta-comprimidos-2mg-caja-30-unidades-1/p
Doxazosina,hipertension,Doxazosina Nifa Tabletas 2mg Caja 20 Unidades,NIFA,medicity,1,0.51,0.51,https://www.farmaciasmedicity.com/doxazosina-nifa-tabletas-2mg-caja-20-unidades-1/p
Doxazosina,hipertension,Doxazosina Nifa Tabletas 4 mg Caja 20 Unidades,NIFA,medicity,1,0.95,0.95,https://www.farmaciasmedicity.com/doxazosina-nifa-tabletas-4-mg-caja-20-unidades-1/p
Doxazosina,hipertension,Duomo Hp Cápsulas 2/5 mg Adultos Caja con 30 Unidades,DUOMO HP,medicity,1,1.06,1.06,https://www.farmaciasmedicity.com/duomo-hp-capsulas-25-mg-adultos-caja-con-30-unidades/p
Enalapril,hipertension,Cardiol Tabletas 10 mg Caja Con 30 Unidades,CARDIOL,medicity,1,0.17,0.17,https://www.farmaciasmedicity.com/cardiol-tabletas-10-mg-caja-con-30-unidades/p
Enalapril,hipertension,Enalapril 10mg dyvenpro ecuagen tableta,Enalapril,cruzazul|pharmacys,2,4.8,4.8,https://www.pharmacys.com.ec/enalapril-10mg-dyvenpro-ecuagen-tableta/p
Enalapril,hipertension,Enalapril 10mg garcos - nifa genericos tableta,Enalapril,cruzazul|pharmacys,2,4.5,4.5,https://www.pharmacys.com.ec/enalapril-10mg-garcos-nifa-genericos-tableta/p
Enalapril,hipertension,Enalapril 10mg rocnarf tableta,Enalapril,cruzazul|pharmacys,2,4.5,4.5,https://www.pharmacys.com.ec/enalapril-10mg-rocnarf-tableta/p
Enalapril,hipertension,Enalapril 20mg dyvenpro ecuagen comprimidos,Enalapril,cruzazul|pharmacys,2,2.8,2.8,https://www.pharmacys.com.ec/enalapril-20mg-dyvenpro-ecuagen-comprimidos/p
Enalapril,hipertension,Enalapril 20mg garcos - nifa genericos tableta,Enalapril,cruzazul|pharmacys,2,3.0,3.0,https://www.pharmacys.com.ec/enalapril-20mg-garcos-nifa-genericos-tableta/p
Enalapril,hipertension,Enalapril 20mg tecnoquimicas - genericos tableta,Enalapril,cruzazul|pharmacys,2,2.74,2.74,https://www.pharmacys.com.ec/alivio-topico-yodosalil-unguento-120-g/p
Enalapril,hipertension,Enalapril 5mg garcos - nifa genericos tableta,Enalapril,cruzazul|pharmacys,2,1.8,1.8,https://www.pharmacys.com.ec/enalapril-5mg-garcos-nifa-genericos-tableta/p
Enalapril,hipertension,Enalapril 5mg tecnoquimicas - genericos tableta,Enalapril,cruzazul|pharmacys,2,5.56,5.56,https://www.pharmacys.com.ec/enalapril-5mg-tecnoquimicas-genericos-tableta/p
Enalapril,hipertension,Enalapril Ecuaquimica Comprimidos 20mg Caja 20 Unidades,ECUAQUIMICA,medicity,1,0.11,0.11,https://www.farmaciasmedicity.com/enalapril-ecuaquimica-comprimidos-20mg-caja-20-unidades-1/p
Enalapril,hipertension,Enalapril Nifa Tabletas 10 mg Caja 30,NIFA,medicity,1,0.14,0.14,https://www.farmaciasmedicity.com/enalapril-nifa-tabletas-caja-con-20-unidades/p
Enalapril,hipertension,Enalten 20/12.5mg ecuaquimica - saval comprimidos,Enalten,cruzazul|pharmacys,2,15.6,15.6,https://www.pharmacys.com.ec/enalten-20-125mg-ecuaquimica-saval-comprimidos/p
Enalapril,hipertension,Enalten 20mg ecuaquimica - saval comprimidos,Enalten,cruzazul|pharmacys,2,4.5,4.5,https://www.pharmacys.com.ec/enalten-20mg-ecuaquimica-saval-comprimidos/p
Enalapril/Hidroclorotiazida,hipertension,Enalten 10/25mg ecuaquimica - saval comprimidos,Enalten,cruzazul|pharmacys,2,9.9,9.9,https://www.pharmacys.com.ec/enalten-10-25mg-ecuaquimica-saval-comprimidos/p
Espironolactona,hipertension,Aldactone A Tabletas 25 mg Caja Con 30 Unidades,ALDACTONE,medicity,1,0.27,0.27,https://www.farmaciasmedicity.com/aldactone-a-tabletas-25-mg-caja-con-30-unidades/p
Espironolactona,hipertension,Aldactone Tabletas 100 mg Caja 30 Unidades,ALDACTONE,medicity,1,0.58,0.58,https://www.farmaciasmedicity.com/aldactone-tabletas-100-mg-caja-30-unidades-1/p
Espironolactona,hipertension,Ecuaquimica Espironolactona Comprimidos 25 mg Caja 20 Unidades,ECUAQUIMICA,medicity,1,0.22,0.22,https://www.farmaciasmedicity.com/ecuaquimica-espironolactona-comprimidos-25-mg-caja-20-unidades-1/p
Espironolactona,hipertension,Espironolactona 25 Mg x20,Espironolactona,cruzazul|pharmacys,2,5.75,5.75,https://www.pharmacys.com.ec/espironolactona-25mg-dyvenpro-representaciones-lab-chile-linea-generica-comprimidos/p
Espironolactona,hipertension,Espironolactona 25 mg Tabletas x 20,Espironolactona,cruzazul|pharmacys,2,5.67,5.67,https://www.pharmacys.com.ec/espironolactona-25mg-ecuaquimica-mintlab-comprimidos/p
Espironolactona,hipertension,Espironolactona 25mg lacfarma tableta,Espironolactona,cruzazul|pharmacys,2,9.6,9.6,https://www.pharmacys.com.ec/espironolactona-25mg-lacfarma-tableta/p
Espironolactona,hipertension,Espironolactona Cormin Comprimidos 25 mg Caja Con 20 Unidades,CORMIN,medicity,1,0.27,0.27,https://www.farmaciasmedicity.com/espironolactona-cormin-comprimidos-25-mg-caja-con-20-unidades/p
Furosemida,hipertension,Furosemida 20mg magma especialidad solución inyectable,Furosemida,cruzazul|pharmacys,2,55.0,55.0,https://www.pharmacys.com.ec/furosemida-20mg-fresenius-kabi-hospitalario-solucion-inyectable/p
Furosemida,hipertension,Furosemida 40mg leterago - genfar tableta,Furosemida,cruzazul|pharmacys,2,3.2,3.2,https://www.pharmacys.com.ec/furosemida-40mg-leterago-genfar-tableta/p
Furosemida,hipertension,Furosemida 40mg tecnoquimicas - genericos tableta,Furosemida,cruzazul|pharmacys,2,7.94,7.94,https://www.pharmacys.com.ec/furosemida-40mg-tecnoquimicas-genericos-tableta/p
Furosemida,hipertension,Genfar Furosemida Tabletas 40 mg Caja 100 Unidades,GENFAR,medicity,1,0.02,0.02,https://www.farmaciasmedicity.com/genfar-furosemida-tabletas-40-mg-caja-100-unidades-1/p
Hidroclorotiazida,hipertension,Exforge HCT 10 Mg/320 Mg/25 Mg Comprimidos x 28,Exforge,cruzazul|pharmacys,2,34.29,34.29,https://www.pharmacys.com.ec/exforge-10-320-25mg-alianza-siegfried-interpharm-comprimidos/p
Indapamida,hipertension,Natrilix Sr Com x1.5MG x30,Natrilix,cruzazul|pharmacys,2,19.2,19.2,https://www.pharmacys.com.ec/natrilix-sr-com-x1-5mg-x30/p
Irbesartan,hipertension,Aprovasc Comprimidos Recubiertos 300/10 mg Caja 28 Unidades,APROVASC,medicity,1,1.43,1.43,https://www.farmaciasmedicity.com/aprovasc-comprimidos-recubiertos-caja-con-28-unidades/p
Irbesartan,hipertension,Besarzid Tabletas 300/12.5 mg Caja Con 30 Unidades,BESARZID,medicity,1,1.18,1.18,https://www.farmaciasmedicity.com/besarzid-tabletas-300125-mg-caja-con-30-unidades/p
Irbesartan,hipertension,Coacepress 150/12.5mg eurofarma marcas tableta,Coacepress,cruzazul|pharmacys,2,13.3,13.3,https://www.pharmacys.com.ec/coacepress-150-125mg-eurofarma-marcas-tableta/p
Irbesartan,hipertension,Coacepress 300/12.5mg eurofarma marcas tableta,Coacepress,cruzazul|pharmacys,2,16.8,16.8,https://www.pharmacys.com.ec/coacepress-300-125mg-eurofarma-marcas-tableta/p
Irbesartan,hipertension,Irbesartan 150mg caplin point - generico comprimidos,Irbesartan,cruzazul|pharmacys,2,21.0,21.0,https://www.pharmacys.com.ec/irbesartan-150mg-caplin-point-generico-comprimidos/p
Irbesartan,hipertension,Irbesartan 150mg la sante comprimidos,Irbesartan,cruzazul|pharmacys,2,12.6,12.6,https://www.pharmacys.com.ec/irbesartan-150mg-la-sante-comprimidos/p
Irbesartan,hipertension,Irbesartan 150mg la sante tableta,Irbesartan,cruzazul|pharmacys,2,6.3,6.3,https://www.pharmacys.com.ec/irbesartan-150mg-la-sante-tableta/p
Irbesartan,hipertension,Irbesartan 300mg la sante comprimidos,Irbesartan,cruzazul|pharmacys,2,17.76,22.2,https://www.pharmacys.com.ec/irbesartan-300mg-la-sante-comprimidos/p
Irbesartan,hipertension,Irbesartan 300mg la sante tableta,Irbesartan,cruzazul|pharmacys,2,11.1,11.1,https://www.pharmacys.com.ec/irbesartan-300mg-la-sante-tableta/p
Irbesartan,hipertension,Irbesartan 300mg tecnoquimicas - genericos tabletas,Irbesartan,cruzazul|pharmacys,2,5.7,5.7,https://www.pharmacys.com.ec/irbesartan-300mg-tecnoquimicas-genericos-tabletas/p
Irbesartan,hipertension,Irbetan Tabletas 300 mg Caja 30 Unidades,IRBETAN,medicity,1,0.8,0.8,https://www.farmaciasmedicity.com/irbetan-tabletas-300-mg-caja-30-unidades-1/p
Irbesartan,hipertension,Irbetiazid Comprimidos 150mg+12.5mg Caja 30 Unidades,IRBETIAZID,medicity,1,0.83,0.83,https://www.farmaciasmedicity.com/irbetiazid-comprimidos-150mg-12-5mg-caja-30-unidades-1/p
Irbesartan,hipertension,Irbett Comprimido 150 mg Caja 30 Unidades,IRBETT,medicity,1,0.64,0.64,https://www.farmaciasmedicity.com/irbett-comprimido-150-mg-caja-30-unidades-1/p
Irbesartan,hipertension,Irbett Comprimidos 300mg Caja 30 Unidades,IRBETT,medicity,1,0.76,0.76,https://www.farmaciasmedicity.com/irbett-comprimidos-300mg-caja-30-unidades-1/p
Irbesartan,hipertension,Santé Irbesartan Tabletas 300 mg Caja 30 Unidades,LA SANTE,medicity,1,0.34,0.34,https://www.farmaciasmedicity.com/irbesartan-sante-tabletas-caja-con-30-unidades/p
Losartan,hipertension,Convertal D Comprimido Recubierto Caja Con 10 Unidades,CONVERTAL,medicity,1,0.84,0.84,https://www.farmaciasmedicity.com/convertal-d-comprimido-recubierto-caja-con-10-unidades/p
Losartan,hipertension,Convertal Plus Comprimidos 100mg/10mg Caja 30 Unidades,CONVERTAL,medicity,1,1.16,1.16,https://www.farmaciasmedicity.com/convertal-plus-comprimidos-100mg-10mg-caja-30-unidades-1/p
Losartan,hipertension,Cozaar Comprimido Recubierto 50 mg Caja Con 30 Unidades,COZAAR,medicity,1,0.33,0.33,https://www.farmaciasmedicity.com/cozaar-comprimido-recubierto-50-mg-caja-con-30-unidades/p
Losartan,hipertension,Cozaar Comprimidos Recubiertos 100 mg Caja 30 Unidades,COZAAR,medicity,1,0.75,0.75,https://www.farmaciasmedicity.com/cozaar-comprimidos-recubiertos-100-mg-caja-30-unidades/p
Losartan,hipertension,Losartan 100mg caplin point - generico tableta,Losartan,cruzazul|pharmacys,2,82.0,82.0,https://www.pharmacys.com.ec/losartan-100mg-caplin-point-generico-tableta/p
Losartan,hipertension,Losartan 100mg labovida tableta recubierta,Losartan,cruzazul|pharmacys,2,19.5,19.5,https://www.pharmacys.com.ec/losartan-100mg-labovida-tableta-recubierta/p
